sample_id,timestamp,Label,Max_Amplitude,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64
76,0,Fake,3056,0,0,37,133,201,352,599,565,607,722,834,947,1055,1169,1247,1344,1459,1502,1639,1711,1834,1922,2022,2305,2256,2337,2448,2559,2660,2749,2807,2945,3056,2914,2768,2715,2544,2394,2352,2207,2096,1939,1904,1750,1674,1578,1413,1351,1203,1008,1007,915,662,699,598,497,372,290,160,103,16,0,0,0
77,0,Fake,3033,0,69,36,99,229,336,437,562,644,762,837,970,1111,1244,1213,1350,1459,1692,1667,1765,1851,1947,2032,2162,2255,2396,2445,2544,2652,2740,2720,2912,3033,2687,2784,2657,2541,2423,2330,2226,2104,2032,1877,1777,1681,1576,1532,1328,1193,1126,1009,904,815,700,613,480,400,258,95,153,0,0,0,0
78,0,Fake,2977,0,0,48,160,235,334,457,511,721,816,709,955,1057,1143,1233,1345,1461,1582,1678,1757,1883,1979,2175,2121,2257,2435,2444,2543,2627,2733,2830,2935,2977,2895,2778,2700,2689,2340,2263,2189,2034,1959,1883,1765,1606,1518,1445,1298,1242,1107,1059,910,789,689,446,496,391,296,192,105,0,0,0,0
79,0,Fake,3029,0,0,26,80,151,337,433,576,661,720,848,947,1038,1059,1240,1280,1456,1493,1650,1776,1841,1951,2023,2156,2253,2314,2416,2527,2666,2749,2817,2955,3029,2880,2787,2655,2526,2414,2321,2219,2128,1966,1900,1759,1654,1510,1411,1257,1265,1136,1016,908,815,720,621,464,431,275,177,97,0,0,0,0
80,0,Fake,3057,0,0,26,139,235,349,438,555,633,746,771,1070,1100,1147,1211,1344,1495,1521,1657,1751,1863,1951,2028,2129,2229,2338,2444,2534,2586,2718,2828,3019,3057,2893,2742,2624,2544,2441,2294,2205,2096,1989,1862,1666,1584,1571,1574,1343,1221,1118,1005,909,807,709,574,447,307,382,128,93,0,0,0,0
81,0,Fake,3061,0,0,28,122,212,320,392,543,615,748,841,976,1060,1157,1242,1310,1447,1556,1654,1777,1853,1959,1990,2127,2242,2341,2430,2448,2662,2725,3061,2951,3024,2891,2757,2670,2545,2419,2305,2011,2159,1979,1809,1771,1672,1631,1443,1330,1221,1136,960,914,813,699,575,577,384,320,189,0,0,0,0,0
82,0,Fake,3024,0,0,31,139,215,423,470,449,639,709,905,931,1049,1102,1239,1360,1447,1572,1646,1745,2131,1951,2101,2156,2219,2339,2431,2541,2651,2736,2847,2930,3024,2907,2770,2644,2547,2349,2301,2160,2055,1984,1882,1776,1674,1603,1447,1344,1239,1069,969,945,807,723,592,510,391,269,199,91,0,0,0,0
83,0,Fake,3030,0,0,38,118,252,357,527,511,648,752,853,944,1055,1159,1243,1337,1348,1554,1647,1670,1862,1879,2097,2178,2221,2351,2431,2543,2624,2737,2837,2998,3030,2890,2772,2608,2652,2453,2306,2215,2107,1987,1872,1761,1639,1535,1450,1326,1249,1088,1015,881,786,706,592,497,398,327,191,80,3,0,0,0
84,0,Fake,3051,0,0,56,138,154,326,441,535,624,743,835,965,1058,1150,1219,1341,1392,1477,1699,1616,1861,1956,2059,2141,2243,2331,2452,2557,2627,2728,2887,2949,3051,2826,2780,2657,2547,2446,2349,2210,2103,1923,1889,1696,1607,1563,1470,1332,1287,1121,1008,912,822,672,560,470,399,291,175,97,0,0,0,0
85,0,Fake,3037,0,0,32,169,223,328,451,560,650,607,753,922,1023,1230,1267,1344,1456,1535,1673,1739,1850,1926,2045,2140,2219,2235,2448,2525,2629,2729,2835,2928,3037,2896,2771,2656,2514,2436,2288,2209,2009,1966,1901,1813,1648,1535,1430,1325,1243,1136,1019,900,799,702,528,571,383,272,218,94,0,0,0,0
86,0,Fake,3053,0,0,35,96,214,342,448,541,683,749,747,912,1086,1208,1244,1328,1483,1535,1647,1735,1844,1936,2064,2134,2323,2325,2423,2306,2627,2719,2830,2967,3053,2893,2692,2654,2553,2559,2296,2248,2055,1984,1904,1763,1663,1535,1441,1347,1215,1115,1008,905,789,686,619,453,313,291,185,86,0,0,0,0
87,0,Fake,3115,0,0,29,134,286,333,395,511,624,738,836,930,1077,1143,1241,1335,1438,1700,1662,1772,1842,1948,1954,2156,2243,2330,2428,2515,2635,2762,2831,2935,3024,3115,2801,2675,2479,2441,2320,2130,2098,2041,1882,1767,1662,1570,1456,1217,1182,1065,1053,721,798,699,575,496,371,291,218,342,0,0,0,0
88,0,Fake,3030,0,0,22,128,236,336,429,545,638,727,833,935,1049,1144,1239,1346,1444,1555,1651,1747,1843,1931,2042,2145,2229,2321,2426,2527,2641,2742,2831,2933,3030,2911,2778,2643,2527,2427,2319,2202,2094,1979,1870,1773,1663,1535,1427,1336,1229,1121,1003,902,803,702,595,487,387,279,189,86,0,0,0,0
89,0,Fake,3042,0,0,44,134,234,336,430,560,656,720,815,944,950,1370,1271,1342,1424,1578,1665,1750,1840,1968,2063,2131,2239,2340,2465,2524,2631,2713,2832,2950,3042,2893,2770,2667,2559,2432,2309,2165,2090,2012,1854,1717,1568,1583,1503,1343,1227,1122,992,895,797,704,592,475,451,282,208,57,0,0,0,0
90,0,Fake,3026,0,0,14,137,250,268,414,528,661,735,834,945,1045,1102,1251,1311,1432,1503,1648,1733,1831,1936,2043,2119,2239,2353,2431,2546,2640,2555,2766,3026,3022,2899,2764,2667,2542,2431,2309,2177,2096,1944,1888,1893,1515,1504,1472,1363,999,1109,1008,902,776,711,599,479,388,252,284,79,4,0,0,0
91,0,Fake,3029,0,0,20,135,235,329,433,535,636,743,842,939,1039,1138,1253,1344,1453,1535,1653,1753,1839,1936,2037,2141,2246,2342,2434,2525,2614,2739,2839,2933,3029,2891,2768,2650,2531,2428,2306,2208,2103,1969,1872,1764,1661,1558,1434,1330,1220,1127,1008,901,795,703,603,493,400,287,188,86,0,0,0,0
92,0,Fake,3038,0,0,21,0,235,334,437,611,641,720,791,946,1040,1175,1177,1456,1410,1469,1593,1746,1838,1916,2032,2134,2238,2331,2431,2523,2615,2663,2748,2977,3038,2894,2765,2590,2538,2387,2309,2219,2079,1979,1891,1850,1577,1671,1360,1348,1215,1110,938,896,810,694,605,484,373,338,212,86,0,0,0,0
93,0,Fake,3014,0,0,16,291,219,321,425,572,590,733,830,953,1044,1169,1226,1344,1488,1517,1619,1733,1841,1923,2043,2138,2237,2352,2421,2529,2624,2831,2917,2937,3014,2911,2765,2654,2451,2409,2307,2205,2081,1989,1872,1838,1857,1520,1359,1445,1221,1115,1006,877,796,703,566,483,377,221,210,86,0,0,0,0
94,0,Fake,3020,0,0,30,144,154,282,433,546,634,715,833,926,1041,1145,1234,1338,1427,1535,1648,1840,1759,1943,2041,2145,2252,2415,2428,2544,2624,2704,2798,2829,3020,2917,2762,2647,2543,2452,2288,2192,2081,1951,1865,1758,1605,1520,1369,1283,1097,1122,1007,908,788,701,636,464,384,259,191,83,0,0,0,0
95,0,Fake,3006,0,0,48,138,230,337,418,560,599,729,831,935,1095,1139,1239,1332,1444,1516,1642,1712,1829,1950,1965,2101,2162,2335,2546,2585,2640,2737,2822,2949,3006,2896,2786,2633,2500,2416,2222,2092,1969,1962,1865,1774,1665,1535,1406,1325,1261,1110,1003,816,769,878,605,495,353,281,189,75,0,0,0,0
96,0,Fake,3021,0,0,22,135,281,305,425,558,634,743,828,936,1057,1132,1227,1340,1394,1559,1587,1774,1827,1947,2033,2128,2226,2323,2427,2513,2603,2736,2820,2927,3021,2765,2779,2693,2528,2416,2313,2189,2084,1963,1888,1793,1666,1520,1434,1296,1244,1126,1003,887,793,677,601,507,393,307,177,79,0,0,0,0
97,0,Fake,3034,0,0,18,114,226,331,433,539,627,739,863,955,1040,1135,1248,1295,1408,1564,1567,1654,1843,1917,2037,2128,2224,2309,2422,2511,2624,2756,2850,2956,3034,2880,2766,2651,2634,2439,2319,2209,2087,1987,1872,1773,1680,1484,1424,1371,1107,1130,998,900,813,753,604,483,407,292,144,80,17,0,0,0
98,0,Fake,3018,0,0,2,130,225,251,426,538,634,752,841,858,1039,1259,1243,1333,1616,1531,1643,1741,1856,1924,2032,2159,2227,2342,2627,2465,2539,2759,2961,2915,3018,2893,2780,2661,2528,2413,2301,2195,2091,1991,2018,1661,1575,1477,1414,1327,1220,1095,1004,891,860,687,592,538,275,274,110,45,0,0,0,0
99,0,Fake,3071,0,0,22,113,210,369,419,559,630,729,799,912,1040,1072,1248,1307,1443,1535,1680,1769,1838,1936,2041,2144,2294,2321,2385,2512,2751,2787,2827,2925,3071,2894,2775,2642,2506,2414,2306,2097,2127,1867,1898,1759,1665,1535,1431,1319,1205,1127,999,898,807,688,633,551,399,275,178,77,0,0,0,0
100,0,Fake,3035,0,0,54,126,205,315,431,542,630,653,752,960,1133,1132,1238,1317,1439,1535,1650,1744,1872,1924,2065,2160,2233,2307,2415,2550,2636,2790,2828,2832,3035,2863,2768,2640,2531,2403,2311,2149,2069,1947,1877,1866,1667,1535,1424,1356,1229,1142,1001,894,801,697,584,432,399,295,229,81,0,0,0,0
101,0,Fake,3034,0,0,20,124,227,326,427,534,627,729,825,938,1035,1127,1232,1328,1446,1535,1633,1739,1835,1927,2033,2141,2229,2322,2427,2535,2631,2718,2823,2923,3034,2899,2758,2642,2527,2423,2309,2192,2096,1974,1872,1779,1651,1535,1446,1328,1217,1088,1008,897,798,691,583,483,384,285,201,83,0,0,0,0
102,0,Fake,3015,0,0,0,114,211,337,409,542,576,740,852,927,1034,1127,1232,1339,1439,1502,1655,1744,1827,2123,2065,2139,2259,2295,2435,2519,2610,2720,2826,2943,3015,2880,2738,2628,2523,2608,2375,2191,2087,1982,1898,1745,1638,1522,1427,1356,1221,1162,1014,907,803,691,574,481,384,275,183,49,0,0,0,0
103,0,Fake,3030,0,0,7,128,224,336,426,416,642,736,851,944,1014,1088,1281,1341,1437,1610,1638,1735,1840,1931,2045,2158,2187,2319,2497,2505,2736,2681,2796,2938,3030,2887,2759,2641,2507,2426,2257,2219,2077,1993,1861,1858,1664,1535,1429,1328,1213,1040,989,909,816,706,677,485,333,209,179,80,0,0,0,0
104,0,Fake,3026,0,0,17,96,219,325,452,541,614,704,729,912,1019,1213,1263,1335,1435,1495,1643,1740,1811,1896,2037,2157,2230,2295,2363,2489,2779,2720,2818,2918,3026,2892,2744,2633,2510,2406,2303,2326,2098,1969,1919,1759,1655,1534,1427,1334,1200,1232,994,909,929,667,592,496,375,321,179,84,0,0,0,0
105,0,Fake,3026,0,0,0,258,238,325,426,520,624,737,826,940,1023,1072,1232,1362,1447,1535,1522,1739,1744,1922,2038,2139,2247,2318,2435,2521,2626,2725,3005,2942,3026,2862,2729,2674,2544,2424,2288,2157,2009,1969,1875,1744,1648,1629,1513,1312,1170,950,955,901,795,697,586,484,395,272,176,48,0,0,0,0
106,0,Fake,3053,0,0,5,81,235,337,418,511,545,732,833,940,1034,1134,1252,1353,1471,1535,1680,1842,1957,1920,1923,2140,2227,2322,2397,2546,2619,2707,2822,2932,3053,2859,2763,2623,2535,2286,2292,2192,2090,1989,1887,1750,1600,1535,1432,1460,1226,1104,1078,771,718,695,579,441,335,273,192,76,0,32,0,0
107,0,Fake,3026,0,0,0,101,233,335,412,539,637,752,843,939,1091,1127,1188,1320,1472,1479,1663,1759,1843,1943,2058,2149,2260,2347,2432,2476,2624,2660,2800,2978,3026,2891,2774,2688,2544,2404,2293,2236,2125,1877,1853,1667,1619,1535,1344,1350,1221,1136,973,846,793,705,561,560,400,268,230,83,0,0,0,0
108,0,Fake,3022,0,0,68,122,219,326,414,528,629,681,848,939,1196,1130,1249,1349,1405,1535,1646,1742,1851,1921,2026,2134,2235,2418,2427,2499,2717,2707,2870,2950,3022,2902,2774,2652,2522,2384,2336,2211,2057,2004,1887,1790,1631,1584,1371,1318,1215,1114,913,897,809,720,599,511,447,231,193,76,74,0,0,0
109,0,Fake,3024,0,0,0,82,256,303,422,448,595,720,831,945,1016,1134,1244,1354,1435,1664,1648,1855,1781,1812,1934,2127,2224,2315,2459,2528,2618,2673,2858,2930,3024,2859,2809,2657,2509,2423,2302,2222,2118,1984,1901,1753,1639,1534,1533,1320,1239,1059,1011,891,802,723,603,487,386,290,208,74,0,0,0,0
110,0,Fake,3030,0,0,16,126,226,322,425,530,632,738,832,935,1040,1136,1232,1328,1443,1535,1644,1742,1840,1941,2044,2127,2230,2321,2427,2529,2634,2722,2821,2917,3030,2896,2757,2640,2523,2425,2305,2193,2087,1970,1869,1761,1649,1531,1427,1330,1216,1107,991,896,796,691,587,478,383,284,177,78,0,0,0,0
111,0,Fake,3019,0,0,16,122,230,331,414,529,655,720,832,954,996,1100,1222,1360,1296,1535,1648,1749,1840,1914,2041,2112,2236,2330,2422,2519,2555,2728,2766,2928,3019,2896,2784,2622,2527,2412,2325,2197,2096,1999,2059,1762,1596,1535,1430,1315,1219,1117,976,882,763,690,592,427,368,286,211,58,0,0,0,0
112,0,Fake,3029,0,0,16,127,304,330,357,565,462,757,827,941,1073,1155,1238,1378,1437,1535,1511,1744,1810,1841,1926,1898,2236,2321,2438,2522,2625,2745,2825,2931,3029,2866,2751,2657,2543,2395,2311,2202,2109,1991,1865,1758,1652,1581,1424,1355,1225,1118,1083,877,670,690,594,482,371,276,176,64,0,0,0,0
113,0,Fake,3024,0,0,16,127,211,323,426,534,630,732,827,919,1038,1141,1229,1329,1440,1535,1648,1752,1838,1933,2045,2143,2224,2323,2421,2530,2625,2715,2823,2927,3024,2891,2771,2640,2523,2409,2309,2198,2093,1965,1863,1760,1651,1533,1427,1325,1211,1106,996,896,786,686,583,478,378,279,182,81,0,0,0,0
114,0,Fake,3030,0,0,84,124,237,330,420,398,640,726,814,890,998,1117,1221,1307,1364,1488,1632,1683,1869,1903,2038,2137,2224,2288,2385,2528,2639,2735,2819,2921,3030,2849,2768,2638,2515,2421,2305,2256,2002,1968,1865,1778,1644,1671,1456,1311,1199,1081,1112,949,784,688,553,460,386,275,168,86,4,0,0,0
115,0,Fake,2989,0,0,20,115,249,312,413,565,576,734,837,1136,1038,1135,1231,1328,1429,1571,1634,1729,1837,1858,2166,2192,2224,2192,2486,2509,2624,2742,2801,2909,2989,2856,2767,2559,2522,2341,2320,2321,2288,1969,1857,1761,1664,1535,1456,1327,1208,1109,1013,1041,786,704,429,483,378,272,215,71,0,0,0,0
116,0,Fake,3027,0,0,0,197,229,329,523,534,624,725,752,901,1036,1132,1241,1303,1475,1535,1668,1670,1825,2126,2027,2128,2227,2314,2423,2530,2619,2726,2816,2962,3027,2929,2723,2534,2587,2423,2300,2181,2064,1998,1873,1760,1650,1453,1413,1317,1226,1089,933,887,795,699,576,479,376,324,187,67,0,0,0,0
117,0,Fake,3177,0,0,5,142,231,320,432,531,615,816,784,980,1036,1089,1245,1315,1408,1535,1649,1730,1642,1877,2142,2267,2221,2135,2443,2524,2611,2730,2814,2917,3177,2882,2754,2624,2612,2368,2299,2430,2085,1970,1857,1766,1638,1589,1425,1312,1211,1112,1014,924,771,791,563,466,374,272,155,82,3,0,0,0
118,0,Fake,3021,0,0,10,103,241,320,432,532,639,756,797,905,1008,1098,1349,1343,1425,1533,1633,1733,1836,1936,2038,2124,2159,2322,2326,2443,2487,2749,2830,2925,3021,2896,2767,2642,2522,2414,2288,2183,2032,1855,1772,1743,1666,1535,1427,1297,1215,1128,1007,891,785,828,566,471,379,267,176,80,0,0,0,0
119,0,Fake,3012,0,0,16,154,206,322,425,559,688,732,832,957,1040,1117,1310,1525,1401,1515,1593,1735,1822,1942,2063,2129,2235,2349,2422,2532,2544,2691,2864,2941,3012,2893,2757,2643,2532,2433,2295,2165,2089,2019,1871,1758,1606,1579,1485,1275,1196,1101,998,905,810,701,586,485,370,281,163,16,0,0,0,0
120,0,Fake,3019,0,0,0,112,224,321,432,544,624,734,841,924,1178,1111,1122,1351,1452,1623,1648,1744,1803,1949,2018,2131,2242,2322,2407,2533,2559,2707,2693,2975,3019,2880,2768,2657,2519,2416,2290,2224,2099,2267,1854,1740,1761,1594,1419,1321,1201,1104,1001,836,816,688,586,464,454,396,172,80,22,0,0,0
121,0,Fake,3028,0,0,5,109,191,330,416,531,635,741,824,924,1005,1143,1232,1326,1438,1554,1679,1749,1854,1961,2061,2145,2160,2336,2366,2534,2387,2713,2818,2917,3028,2893,2751,2653,2527,2416,2304,2192,2096,1898,1871,1745,1643,1567,1483,1320,1233,1085,976,896,786,838,531,431,384,416,174,75,0,0,0,0
122,0,Fake,3024,0,0,19,117,211,334,437,528,561,753,746,1076,1189,1155,1226,1347,1419,1535,1637,1743,1816,1930,2096,2101,2238,2288,2416,2559,2622,2717,2814,2911,3024,2964,2690,2655,2427,2496,2234,2314,2059,1944,1872,1759,1649,1535,1424,1343,1214,1136,999,878,774,670,590,464,403,279,176,66,0,0,0,0
123,0,Fake,3014,0,0,0,49,218,333,498,432,631,739,771,926,1034,1117,1235,1342,1375,1438,1644,1771,1837,2137,2044,2130,2243,2357,2424,2512,2630,2728,2827,2800,3014,2809,2775,2657,2522,2413,2301,2191,2091,1940,1866,1803,1650,1503,1427,1257,1314,1043,985,886,790,688,635,474,377,275,176,81,0,0,0,0
124,0,Fake,3013,0,0,17,128,203,300,433,525,602,714,815,973,965,1154,1234,1341,1407,1513,1637,1789,1840,1935,1973,2162,2236,2319,2416,2736,2610,2716,2945,2928,3013,2878,2735,2611,2515,2380,2309,2198,2079,1921,1936,1762,1717,1493,1424,1311,1232,1103,991,929,795,678,546,450,560,271,192,75,0,0,0,0
125,0,Fake,3030,0,0,16,110,182,355,427,560,628,753,816,883,1089,1133,1226,1337,1529,1417,1535,1758,1813,1936,2037,2133,2224,2319,2421,2529,2630,2723,2819,2928,3030,2896,2758,2640,2524,2421,2307,2179,2081,1964,1872,1760,1655,1535,1427,1333,1216,1114,982,883,787,693,583,474,368,286,177,75,0,0,0,0
126,0,Fake,2918,0,0,0,127,471,362,419,417,688,717,826,950,1013,1134,1232,1350,1419,1535,1611,1704,1959,1957,1897,2171,2216,2318,2417,2544,2623,2705,2790,2918,2790,2913,2737,2642,2461,2519,2318,2191,2071,1953,1861,1745,1664,1535,1419,1264,1158,1117,998,967,823,682,577,507,382,277,181,93,0,0,0,0
127,0,Fake,3022,0,0,19,87,223,337,336,528,642,659,851,931,1040,1131,1232,1319,1427,1525,1631,1776,1786,1921,2058,2114,2247,2326,2431,2534,2629,2734,2805,2927,3022,2873,2752,2629,2663,2415,2225,2187,2082,2025,1857,1742,1648,1515,1442,1325,1190,1052,1172,891,919,670,590,475,377,282,165,78,0,0,0,0
128,0,Fake,3093,0,0,0,121,272,307,406,492,610,697,863,930,1019,1134,1251,1327,1453,1561,1616,1751,1839,1968,1976,2116,2225,2300,2429,2525,2619,2685,2810,2928,3093,2881,2749,2635,2591,2365,2256,2243,2079,1955,1867,1742,1625,1511,1422,1329,1271,857,1014,890,825,693,588,462,371,301,153,70,0,0,0,0
129,0,Fake,3031,0,0,16,126,227,241,399,509,624,732,912,926,1040,1119,1214,1317,1443,1535,1650,1731,1709,2095,2105,2107,2242,2396,2431,2530,2617,2656,2815,2939,3031,2881,2892,2625,2479,2448,2320,1959,2080,1977,1889,1735,1643,1486,1424,1334,1199,1073,1023,849,858,474,602,465,370,261,174,68,0,0,0,0
130,0,Fake,3047,0,0,9,110,137,327,343,501,617,727,822,938,1005,1123,1212,1352,1424,1569,1687,1719,1959,1981,2131,2128,2224,2295,2413,2588,2615,2708,2815,2907,3026,3047,2796,2629,2551,2352,2298,2193,2067,1968,1851,1764,1643,1535,1424,1033,1211,1219,922,892,657,675,576,490,370,274,159,10,0,22,0,0
131,0,Fake,3071,0,0,54,147,208,177,411,528,630,720,827,919,1039,1133,1159,1335,1430,1535,1574,1798,1840,1921,2034,2091,2224,2318,2435,2512,2613,2705,2802,2833,3071,2797,2783,2640,2512,2417,2285,2192,2090,1972,1872,1731,1648,1558,1586,1253,1207,1104,997,880,779,703,560,464,377,256,166,14,0,0,0,0
132,0,Fake,3021,0,0,0,128,214,305,432,503,644,709,821,924,903,1154,1185,1299,1451,1522,1633,1735,1835,1929,2032,2130,2192,2320,2409,2485,2625,2697,2828,2947,3021,2885,2758,2641,2519,2334,2294,2196,2098,1949,1893,1741,1644,1529,1455,1328,1203,1093,993,833,777,650,591,470,494,189,225,50,0,0,0,0
133,0,Fake,3018,0,0,0,112,213,256,415,521,641,723,818,919,1039,1115,1232,1328,1456,1616,1625,1866,1811,1924,2027,2139,2202,2309,2423,2505,2626,2725,2819,2848,3018,2940,2782,2642,2530,2401,2301,2175,2032,1979,1872,1805,1575,1528,1451,1310,1217,1061,991,890,779,673,569,475,380,273,188,69,0,0,0,0
134,0,Fake,2975,0,0,0,118,214,301,448,446,642,656,786,912,978,1126,1235,1338,1425,1533,1629,1778,1838,1925,1974,2252,2182,2427,2409,2480,2610,2704,2839,2886,2975,2903,2727,2644,2523,2394,2201,2264,2104,1966,1850,1748,1660,1520,1429,1313,1200,1095,1089,873,752,687,592,428,365,273,168,48,0,0,0,0
135,0,Fake,2997,0,0,10,112,208,305,417,511,612,720,817,912,1023,1118,1229,1329,1431,1527,1614,1746,1827,1929,2018,2119,2227,2320,2413,2506,2608,2719,2822,2913,2997,2881,2765,2636,2519,2401,2288,2193,2082,1955,1860,1742,1646,1535,1412,1313,1197,1095,986,880,784,682,576,471,374,270,171,70,0,0,0,0
136,0,Fake,3003,0,0,2,115,113,317,413,522,565,743,830,911,970,1070,1232,1326,1441,1521,1645,1703,1839,1940,2095,2147,2360,2303,2447,2435,2623,2725,2805,2889,3003,2911,2792,2615,2467,2371,2258,2127,2093,1838,1851,1755,1647,1535,1488,1319,1214,1070,979,961,778,626,586,431,322,274,170,89,0,0,0,0
137,0,Fake,3008,0,0,8,117,230,336,428,476,635,727,848,905,1040,1137,1360,1362,1425,1523,1600,1695,1843,1904,2000,2129,2244,2322,2320,2537,2528,2730,2804,2926,3008,2881,2767,2672,2511,2406,2304,2209,2177,1911,1833,1744,1648,1535,1424,1315,1245,1102,999,835,844,724,511,423,369,273,184,75,0,0,0,0
138,0,Fake,2995,0,0,16,117,214,346,410,566,619,721,821,879,1000,1261,1209,1431,1388,1529,1632,1741,1840,1904,2043,2113,2173,2318,2461,2549,2581,2779,2791,2929,2995,2875,2755,2645,2530,2440,2278,2178,2109,1968,1963,1724,1642,1424,1431,1328,1106,1099,976,887,789,679,656,625,318,274,182,0,0,0,0,0
139,0,Fake,3009,0,0,17,109,176,373,314,503,644,618,823,922,976,1088,1230,1328,1440,1528,1592,1679,1833,1844,2032,2074,2213,2323,2358,2544,2599,2703,2799,2925,3009,2854,2709,2587,2546,2359,2350,2184,2051,1982,1862,1744,1664,1494,1419,1264,1200,1208,974,835,835,670,577,480,400,257,180,65,0,0,0,0
140,0,Fake,3056,0,0,0,107,237,320,423,507,614,662,847,921,1023,1125,1221,1319,1417,1535,1646,1726,1904,1999,2226,2120,2221,2317,2432,2516,2613,2710,2795,2924,3056,2811,2747,2688,2443,2373,2187,2054,2080,2012,1859,1739,1597,1513,1425,1328,1153,1195,1033,851,807,840,511,474,372,296,177,47,0,0,0,0
141,0,Fake,3007,0,0,13,112,213,307,423,526,623,720,831,922,1018,1126,1229,1324,1427,1531,1642,1744,1826,1915,2023,2129,2224,2319,2414,2512,2624,2723,2815,2917,3007,2886,2766,2631,2514,2399,2303,2192,2069,1958,1850,1747,1650,1531,1411,1318,1207,1104,985,878,777,739,776,478,359,263,171,77,0,0,0,0
142,0,Fake,3011,0,0,0,122,231,342,461,528,624,736,810,960,1013,1127,1201,1528,1340,1525,1643,1734,1840,1927,2031,2102,2218,2318,2482,2368,2654,2720,2921,2914,3011,2891,2757,2559,2512,2393,2293,2374,2179,1969,1835,1785,1565,1535,1440,1315,1221,1122,960,879,786,674,550,455,273,258,203,167,0,0,0,0
143,0,Fake,2912,0,0,13,113,219,325,399,501,662,737,950,937,1015,1118,1259,1322,1402,1503,1616,1729,1821,1904,1917,2086,2212,2096,2416,2510,2611,2716,2783,2912,2912,2886,2559,2593,2534,2613,2329,2117,2027,1973,1838,1754,1648,1520,1424,1331,1190,1125,1008,1072,776,671,623,474,373,247,171,64,0,0,0,0
144,0,Fake,3012,0,0,13,117,210,313,409,527,622,727,817,918,1023,1135,1218,1323,1430,1535,1635,1727,1827,1921,2032,2132,2222,2310,2435,2512,2629,2704,2768,2946,3012,2880,2759,2635,2514,2401,2301,2191,2071,1961,1843,1744,1664,1522,1401,1296,1239,1121,891,898,790,762,587,474,338,254,176,81,0,0,0,0
145,0,Fake,3041,0,0,5,125,278,292,464,528,570,640,817,918,1001,1135,1227,1329,1408,1535,1616,1649,1712,1919,2003,2224,2224,2310,2416,2516,2583,2729,2758,2916,3041,2845,2739,2660,2525,2299,2318,2185,2071,1931,1853,1707,1651,1535,1567,1317,1197,1104,976,719,780,689,574,439,384,246,176,109,0,0,0,0
146,0,Fake,2989,0,0,2,90,257,365,419,432,486,739,832,956,1034,1135,1247,1315,1415,1741,1634,1756,1747,1922,2025,2106,2217,2310,2418,2550,2644,2699,2800,2919,2989,2896,2822,2519,2405,2335,2293,2075,2078,1937,1845,1743,1655,1535,1424,1320,1143,1132,1152,905,877,701,570,486,353,288,144,93,0,0,0,0
147,0,Fake,3007,0,0,0,63,228,256,393,567,622,718,867,912,1038,1146,1237,1333,1446,1535,1738,1745,1855,1825,2031,2133,2222,2287,2416,2512,2608,2720,2807,2914,3007,2868,2754,2628,2505,2384,2299,2173,2064,1955,1866,1735,1648,1535,1392,1338,1159,1039,970,877,779,694,565,496,367,273,179,90,0,0,0,0
148,0,Fake,3021,0,0,0,124,125,270,247,527,621,725,843,944,1005,1136,1239,1328,1449,1535,1554,1659,1728,1809,2032,2131,2222,2283,2448,2495,2611,2717,2810,3015,3021,2832,2926,2637,2672,2413,2296,2203,2069,1970,1862,1744,1647,1532,1441,1383,1136,1134,980,894,787,739,607,466,378,272,163,55,23,0,0,0
149,0,Fake,2992,0,0,38,114,223,336,396,546,528,802,821,944,925,1136,1223,1252,1466,1519,1605,1651,1851,1951,2003,2032,2183,2275,2427,2498,2607,2709,2815,2909,2992,2928,2759,2633,2460,2390,2219,2256,2063,1919,1858,1745,1616,1533,1450,1323,1196,1104,994,878,784,660,400,478,369,271,184,73,0,0,0,0
150,0,Fake,3029,0,0,15,100,240,251,415,552,632,717,847,1007,1152,1136,1173,1306,1433,1554,1634,1728,1830,1906,2016,2121,2261,2448,2340,2559,2640,2677,2812,2926,3029,2869,2749,2605,2533,2396,2286,2192,2046,2022,1821,1584,1627,1520,1404,1295,1166,1088,944,865,774,598,577,423,359,497,166,70,0,0,0,0
